First	Last	Address	City	State	Zip	Phone
John	Jackson	3390 Keller Street	San Jose	CA	95054-2612	(408) 555-6000
Dale	Clingnigsmith	3381 Keller Street	Los Altos	CA	95054-2617	(408) 555-5224
Joseph	Smith	791 Nuttman Street	San Jose	CA	95054-2623	(415) 555-8862
Jay	Beck	3360 De La Cruz Blvd	San Jose	CA	95054-2606	(408) 555-1652
Mel	Knight	470 Perry Court	Mountain View	CA	95054-2624	(408) 555-2600
Gardner	Wagelaas	480 Perry Court	Fremont	CA	95054-2624	(510) 555-1495
Carolee	Oswald	490 Perry Court	Milpitas	CA	95054-2624	(650) 555-1878
Barry	Frigstad	491 Perry Court	Santa Clara	CA	95054-2624	(408) 555-8000
Doug	Mclaughlin	481 Perry Court	Los Gatos	CA	95054-2624	(408) 555-8440
Phil	Baugh	471 Perry Court	San Jose	CA	95054-2624	(415) 555-5458
Briar	Smith	3380 De La Cruz Blvd	Santa Clara	CA	95054-2608	(408) 555-0800
Lee	Wellman	705 Nuttman Street	Santa Clara	CA	95054-2623	(415) 555-9944
Tim	Ray	3380 Viso Court	San Jose	CA	95054-2625	(408) 555-9001
Jack	Parks	3390 Viso Court	Sunnyvale	CA	95054-2625	(408) 555-3830
Ken	Lin	3385 Viso Court	San Jose	CA	95054-2625	(408) 555-7411
Chris	Chuang	3365 Viso Court	San Jose	CA	95054-2625	(508) 555-4400
Paul	Lyons	625 Nuttman Street	Los Gatos	CA	95054-2619	(408) 555-3200
Rick	Shepherd	101 28th Street	San Jose	CA	95116-2316	(650) 555-9500
Liz	Sandborn	1320 San Fernando Street	Fremont	CA	95116-2327	(617) 555-0208
Claude	Walgenbach	605 Nuttman Street	Los Gatos	CA	95054-2619	(408) 555-1770
Stan	Stangenes	3390 Woodward Ave	Morgan Hill	CA	95054-2629	(408) 555-1000
Hugh	Bettencourt	3395 Woodward Ave	Santa Clara	CA	95054-2628	(650) 555-6680
Yvonne	Voelker	3375 Woodward Ave	San Jose	CA	95054-2628	(408) 555-9292
Mark	Kirkeby	3355 Woodward Ave	Los Gatos	CA	95054-2628	(925) 555-6210
Ahmer	SP	3333 Woodward Ave	San Jose	CA	95054-2628	(408) 555-1010
Jim	Duniway	3315 Woodward Ave	Gilroy	CA	95054-2628	(650) 555-5155
P.	Norby	650 Nuttman Street	Santa Clara	CA	95054-2620	(408) 555-2810
Long	Harter	700 Nuttman Street	Morgan Hill	CA	95054-2622	(408) 555-1664
John	Harvey	605 Laurelwood Road	Santa Clara	CA	95054-2421	(650) 555-1100
Chris	Grimaldi	505 Laurelwood Road	San Jose	CA	95054-2419	(408) 555-5588
Charles	Scholer	751 Nuttman Street	Santa Clara	CA	95054-2623	(714) 555-1305
Rolf	Stanley	3295 Woodward Ave	Morgan Hill	CA	95054-2626	(312) 555-8000
Kevin	Abel	3245 Woodward Ave	Cupertino	CA	95054-2626	(415) 555-1440
John	Fritz	3200 De La Cruz Blvd	Los Gatos	CA	95054-2602	(408) 555-2727
Larry	Spalleta	565 Laurelwood Road	Gilroy	CA	95054-2419	(408) 555-3900
Ms. Ginger	Homgram	3242 De La Cruz Blvd	San Jose	CA	95054-2602	(408) 555-6200
John	Stephan	650 Aldo Ave	Mountain View	CA	95054-2207	(415) 555-4545
Erik	Nerlich	870 Aldo Ave	Sunnyvale	CA	95054-2213	(408) 555-1900
Theodore	Walker	890 Aldo Ave	Santa Clara	CA	95054-2213	(510) 555-5678
Merv	Martig	590 Aldo Ave	Santa Clara	CA	95054-2204	(714) 555-5650
Mark	Fielding	700 Aldo Ave	Watsonville	CA	95054-2210	(650) 555-3600
Wendell	Malone	724 Aldo Ave	San Jose	CA	95054-2210	(415) 555-3578
Thomas	Price	1304 Whitton Ave	Sunnyvale	CA	95116-2355	(408) 555-6400
Jean	Pinto	515 Aldo Ave	San Jose	CA	95054-2205	(408) 555-1800
Mr. Gary L.	Hubbard	3442 De La Cruz Blvd	San Jose	CA	95054-2610	(408) 555-5000
Rod	Hu	512 Aldo Ave	Los Gatos	CA	95054-2204	(408) 555-1133
Larry	Evans	850 Aldo Ave	San Jose	CA	95054-2213	(408) 555-1008
Debbie	Mivra	555 Aldo Ave	Santa Clara	CA	95054-2205	(408) 555-0910
Anna	Major	701 Aldo Ave	Mountain View	CA	95054-2211	(650) 555-4672
Bob	Conover	671 Aldo Ave	San Jose	CA	95054-2209	(408) 555-6000
Bob	Diener	529 Aldo Ave	San Jose	CA	95054-2205	(408) 555-3700
Janusz	Jones	3424 De La Cruz Blvd	Los Gatos	CA	95054-2610	(415) 555-9100
Dave	Park	3491 Lafayette Street	San Jose	CA	95054-2707	(408) 555-0168
Keith	Harris	651 Aldo Ave	Los Gatos	CA	95054-2208	(408) 555-1701
Rick	Smith	1187 San Antonio Street	Los Gatos	CA	95116-2820	(650) 555-4380 Ext. 454
Chuck	Butler	800 Aldo Ave	Santa Clara	CA	95054-2213	(408) 555-4800
David	Boyd	680 Aldo Ave	San Jose	CA	95054-2207	(408) 555-4500
Tony	Pate	750 Aldo Ave	San Jose	CA	95054-2210	(408) 555-0308
Henry	Mcgonagle	3471 Lafayette Street	Los Gatos	CA	95054-2707	734-82555Ext. 286
Simon	Kolbo	3100 First Street	San Jose	CA	95134-1939	(408) 555-8868
Cab	Lake	3151 Zanker Road	Morgan Hill	CA	95134-1933	(213) 555-3646
Rich	Saba	150 River Oaks Pky	San Jose	CA	95134-1915	(408) 555-0818
Roger G.	Craig	225 Tasman Drive	Santa Clara	CA	95134	(415) 555-9981
Jim	West	255 Tasman Drive	San Jose	CA	95134	(617) 555-3800
Martin	Vamos	285 Tasman Drive	Los Gatos	CA	95134	(408) 555-0219
Roberta Englema	Monda	123 Tasman Drive	San Jose	CA	95134	(412) 555-4891
Cynthia	Gillespie	240 Baypointe Pky	San Jose	CA	95134-1621	(415) 555-8310
Adrian	Horng	210 Baypointe Pky	San Jose	CA	95134-1621	(408) 555-6803
Junho	Simpson	166 Baypointe Pky	Sunnyvale	CA	95134-1621	(408) 555-2684
Kenneth A.	Takada	199 Tasman Drive	Santa Clara	CA	95134-1620	(408) 555-5050
Richard	Ignacio	90 Tasman Drive	San Jose	CA	95134-1617	(650) 555-0176
Harris	Friedenthal	191 Baypointe Pky	Milpitas	CA	95134	(415) 555-4445
Fredric	Delray	91 Tasman Drive	San Jose	CA	95134	(800) 555-0735
Michael	Hansler	105 Tasman Drive	Los Gatos	CA	95134	(408) 555-6471
Mercedes MC	Cook	163 Baypointe Pky	San Jose	CA	95134-1622	(408) 555-0662
Rich	Mcguire	150 Baypointe Pky	San Jose	CA	95134-1622	(408) 555-9166
Chuck	Burns	225 Baypointe Pky	San Jose	CA	95134-1622	(408) 555-1717
Dave	Glader	255 Baypointe Pky	Santa Clara	CA	95134-1622	(408) 555-0688
Tom	Jacob	175 River Oaks Pky	Mountain View	CA	95134-1903	(408) 555-2252
Neil	Colwell	1193 San Antonio Street	Cupertino	CA	95116-2820	(408) 555-6500
Charles	Leora	155 River Oaks Pky	Gilroy	CA	95134-1903	(415) 555-3000
Dick	Bly	3544 First Street	San Jose	CA	95134-1805	(415) 555-7676
Bill	Delagarza	64 Rio Robles Drive	San Jose	CA	95134	(408) 555-8563
Craig	Haffenplug	160 Rio Robles Drive	Sunnyvale	CA	95134-1813	(408) 555-9650
Mr. Fernanco	Simile	1 River Oaks Place	San Jose	CA	95134-1918	(408) 555-4330
Donald	Heyman	5103 Calle Del Sol	San Jose	CA	95054	(408) 555-7611
Rob	Tompkins	2262 Calle Del Mundo	San Jose	CA	95054-1005	(650) 555-7500
Marcus	Lykins	2272 Calle Del Mundo	Gilroy	CA	95054-1005	(510) 555-8558
Patrick	Glasnapp	2281 Calle De Luna	Mountain View	CA	95054-1002	(415) 555-0514
Mike	Jacobs	2271 Calle De Luna	Gilroy	CA	95054-1002	(650) 555-0203
Kathy	Griswold	2231 Calle De Luna	San Jose	CA	95054-1002	(408) 555-9400
Tom	Kazarian	2232 Calle Del Mundo	Gilroy	CA	95054-1005	(708) 555-2600
Thomas	Davi	2302 Calle Del Mundo	Santa Clara	CA	95054-1007	(650) 555-0984
Karen	Breen	5201 Lafayette Street	Milpitas	CA	95054-1013	(408) 555-3214
I Don'T Know	Scott	2343 Calle Del Mundo	Santa Clara	CA	95054-1008	(408) 555-0267
Dennis	Casey	2263 Calle Del Mundo	Gilroy	CA	95054-1006	(408) 555-4800
Margaret	Willams	2233 Calle Del Mundo	San Jose	CA	95054-1006	(650) 555-6800
Fred	Lyman	2200 Calle De Luna	San Jose	CA	95054-1001	(415) 555-0900
Dana	Faber	2220 Calle De Luna	Gilroy	CA	95054-1001	(408) 555-8880
Peyton	Gobal	2101 Tasman Drive	Los Gatos	CA	95054-1027	(408) 555-4200
Howard	Kabitzke	5123 Calle Del Sol	San Jose	CA	95054	(408) 555-0123
Andy	Jordon	5102 Calle Del Sol	San Jose	CA	95054-1009	(408) 555-0511
David	Kanayama	5101 Lafayette Street	Campbell	CA	95054-1010	(408) 555-8174
Allan	Hampton	3860 First Street	San Jose	CA	95134-1702	(415) 555-4100
Harry	Gordon	3870 First Street	San Jose	CA	95134-1702	(408) 555-7250
Matt	Chamberlin	180 Rose Orchard Way	Mountain View	CA	95134-1358	(408) 555-0911
James F.	Chur	170 Rose Orchard Way	Campbell	CA	95134-1358	(408) 555-1393
Robert	"Penner,"	150 Rose Orchard Way	San Jose	CA	95134-1358	(415) 555-3900
Nigel	Frazier	110 Rose Orchard Way	Redwood City	CA	95134-1358	(408) 555-0353
Suzanne P.	Hong	80 Rose Orchard Way	Mountain View	CA	95134-1356	(415) 555-4568
Mike	Bowen	3910 First Street	San Jose	CA	95134-1501	(408) 555-9595
Rick	Kaplan	90 Headquarters Drive	Morgan Hill	CA	95134-1361	(415) 555-6667
Arthur	Brownlee	3956 First Street	San Jose	CA	95134-1501	(206) 555-2323
Lisa	Filiault	55 Nicholson Lane	Cupertino	CA	95134-1366	(408) 555-1800
Andrew	Kover	3102 Landess Ave	Santa Clara	CA	95132-1227	(415) 555-8369
Marylou	Curtice	1795 Landess Ave	Santa Clara	CA	95035-7033	(408) 555-7955
Camille	Bouma	1785 Landess Ave	Santa Clara	CA	95035-7019	(408) 555-2242
Kam	Pekham	1773 Landess Ave	San Jose	CA	95035-7019	(510) 555-9688
John	Dayton	1800 Clear Lake Ave	Sunnyvale	CA	95035-7017	(650) 555-8303
Hondi	Smith	1774 Clear Lake Ave	Campbell	CA	95035-7014	(408) 555-8094
Terry	Horvath	1747 Clear Lake Ave	Sunnyvale	CA	95035-7032	(408) 555-2284
Dugald	Lu	1350 Park Victoria Drive	San Jose	CA	95035-6941	(650) 555-3300
Steve	Wang	1199 San Antonio Street	Gilroy	CA	95116-2820	(650) 555-2000
Bill	Gibbs	1205 Park Victoria Drive	San Jose	CA	95035-6909	(650) 555-9500
Richard	Ward	1535 Landess Ave	Cupertino	CA	95035-6901	(408) 555-2233
Nahum	Schweder	1549 Landess Ave	Mountain View	CA	95035-6901	(408) 555-5500
Howard	Posedel	1457 Landess Ave	San Jose	CA	95035-6953	(415) 555-7800
Mr. Benson	Scribner	275 Dempsey Road	San Jose	CA	95035-5556	(415) 555-1150
Robin	Bond	275 Dempsey Road	Gilroy	CA	95035-5556	(408) 555-9206
Grant	Kubly	275 Dempsey Road	Gilroy	CA	95035-5556	(408) 555-6880
Dana	Hamilton	275 Dempsey Road	Los Altos	CA	95035-5556	(408) 555-3900
Bob	Snell	275 Dempsey Road	Los Gatos	CA	95035-5556	(408) 555-2000
Carol	Mehta	275 Dempsey Road	Morgan Hill	CA	95035-5556	(949) 555-0500
Barbara	Causby	275 Dempsey Road	San Jose	CA	95035-5556	(408) 555-4020
Steven	Hirata	275 Dempsey Road	San Jose	CA	95035-5556	(408) 555-9475
Young	Schonenberg	225 Dempsey Road	Los Gatos	CA	95035-5545	(408) 555-0646
Nick	Omodt	225 Dempsey Road	San Jose	CA	95035-5545	(415) 555-1244
Maureen	Nakamora	225 Dempsey Road	Los Gatos	CA	95035-5545	(650) 555-9222
Ron	Puljo	225 Dempsey Road	San Jose	CA	95035-5545	(408) 555-9900
Robert	Preckel	225 Dempsey Road	Santa Clara	CA	95035-5545	(408) 555-6655
San	Brown	225 Dempsey Road	Cupertino	CA	95035-5545	(415) 555-3111
Peter	Nardone	225 Dempsey Road	Campbell	CA	95035-5545	(408) 555-3222
K.	Olsen	225 Dempsey Road	Morgan Hill	CA	95035-5545	(312) 555-5000
Carmen	Crain	175 Dempsey Road	Santa Clara	CA	95035-5547	(213) 555-9511
C.S.	"Goodman, M.D."	175 Dempsey Road	San Jose	CA	95035-5547	(408) 555-9800
Brian	Lenahan	175 Dempsey Road	San Jose	CA	95035-5547	(408) 555-3280
David	Pruiett	175 Dempsey Road	Mountain View	CA	95035-5547	(650) 555-2202
Faye	Defranco	175 Dempsey Road	Gilroy	CA	95035-5547	(408) 555-9485
Gerald	Conrow	175 Dempsey Road	Mountain View	CA	95035-5547	(408) 555-3830
Jim	Collishaw	454 Main Street	San Jose	CA	95035-5319	(408) 555-2436
Joe	Auyeung	450 Main Street	San Jose	CA	95035-5319	(415) 555-5644
Andy	Lo	440 Main Street	San Jose	CA	95035-5319	(408) 555-6543
Robert	Archer	438 Main Street	Santa Clara	CA	95035-5319	(408) 555-9891
Don	Takada	436 Main Street	San Jose	CA	95035-5319	(408) 555-7541
Matt	Willard	434 Main Street	Gilroy	CA	95035-5319	(408) 555-1008
Arthur	Van Leer	432 Main Street	Santa Clara	CA	95035-5319	(408) 555-1671
Art	Moore	430 Main Street	San Jose	CA	95035-5319	(206) 555-2323
Steve	Thomas	428 Main Street	Gilroy	CA	95035-5319	(408) 555-6789
Kathy	Bonita	426 Main Street	Mountain View	CA	95035-5319	(415) 555-8880
Daniell	Hoffson	424 Main Street	Gilroy	CA	95035-5319	(408) 555-5451
Gary	Ullman	420 Main Street	San Jose	CA	95035-5319	(408) 555-6959
Leah	Ford	12 Main Street	Mountain View	CA	95035-5311	(415) 555-5465
Jay	Peterson	66 Main Street	San Jose	CA	95035-5311	(510) 555-8886
Jeff	Brenan	100 Main Street	Santa Clara	CA	95035-5313	(408) 555-0777
Fred	Denne	40 Carlo Street	Sunnyvale	CA	95035-5333	(408) 555-1110
Gary	Baker	50 Main Street	San Jose	CA	95035-5311	(415) 555-5724
Rick	Mehelis	390 Main Street	Campbell	CA	95035-5317	(408) 555-5060
John	Gammon	400 Main Street	San Jose	CA	95035-5319	(408) 555-8808
Debbie	Stellinger	1380 Main Street	Los Gatos	CA	95035-6202	(408) 555-1212
Martin	Jasper	615 Main Street	San Jose	CA	95035-5337	(408) 555-5507
Duane	Walls	485 Main Street	Mountain View	CA	95035-5318	(415) 555-6681
Don	Groat	120 Corning Ave	San Jose	CA	95035-5225	(408) 555-6070
Burton	Ro	122 Sylvia Ave	Sunnyvale	CA	95035-5235	(650) 555-7472
Morgan	Barros	123 Corning Ave	San Jose	CA	95035-5204	(408) 555-2968
Ross	Goodman	390 Abel Street	Morgan Hill	CA	95035-5210	(213) 555-3220
Ron	Torres	25 Corning Ave	Gilroy	CA	95035-5336	(408) 555-1850
Gene	Dao	346 Abel Street	Gilroy	CA	95035-5210	(415) 555-8181
Ava	Berka	288 Abel Street	San Jose	CA	95035-5208	(408) 555-9101
Bob	Hornstein	360 Abel Street	Los Gatos	CA	95035-5210	(408) 555-1710
Ed	Rosencutter	260 Abel Street	Sunnyvale	CA	95035-5208	(408) 555-0130
Ross White	Hoberg	300 Serra Way	San Jose	CA	95035	(408) 555-9400
George	Miller	1195 Calaveras Blvd	San Jose	CA	95035-5502	(408) 555-8700
Iling	Phillips	1195 Calaveras Blvd	Gilroy	CA	95035-5502	(408) 555-8400
Hubert	Ziegler	1181 Calaveras Blvd	Santa Clara	CA	95035-5502	(650) 555-2095
Bill	Lee	32 Main Street	Los Gatos	CA	95035-4323	(408) 555-7444
Vicki	Thompson	27 Carlo Street	San Jose	CA	95035-5335	(415) 555-7007
Richard	Besancon	27 Windsor Street	Morgan Hill	CA	95035-4320	(415) 555-5000
Richard	Finetti	38 Main Street	San Jose	CA	95035-5311	(213) 555-0813
Bob	Edises	112 Main Street	Campbell	CA	95035-4323	(415) 555-1700 Ext. 320
Bill	Cokash	82 Main Street	Los Gatos	CA	95035-4323	(408) 555-8330
Reg	Green	70 Main Street	San Jose	CA	95035-4323	(415) 555-2729
Len	Newdoll	275 Calaveras Blvd	San Jose	CA	95035-5203	(408) 555-5741
Laurie	Rubin	259 Calaveras Blvd	San Jose	CA	95035-5203	(415) 555-1961
Ron Du	Garton	259 Calaveras Blvd	San Jose	CA	95035-5203	(650) 555-1464
Steven	Peak	175 Calaveras Blvd	Morgan Hill	CA	95035-5260	(312) 555-1600
Tom	Massey	177 Calaveras Blvd	San Jose	CA	95035-5260	(408) 555-0400
Linda	Boulden	177 Calaveras Blvd	San Jose	CA	95035-5260	(800) 555-9966
Sam	Cohen	177 Calaveras Blvd	Sunnyvale	CA	95035-5260	(415) 555-1200
Larry	Kotansky	177 Calaveras Blvd	Los Gatos	CA	95035-5260	(408) 555-0374
Tony	Sheridan	122 Calaveras Blvd	San Jose	CA	95035-5202	(408) 555-8373
Roberta Folster	Boyadjian	174 Calaveras Blvd	Los Gatos	CA	95035-5202	(408) 555-6461
Bruce	White	101 Serra Way	San Jose	CA	95035-5206	(650) 555-2843
Jeff	Liao	1199 San Antonio Street	San Jose	CA	95116-2820	(408) 555-5946
John	Hoff	120 Calaveras Blvd	Santa Clara	CA	95035-5202	(650) 555-5335
Chris	Stannard	1 Main Street	Sunnyvale	CA	95035-4324	(408) 555-3233
Anastacio	Elles	2 Abel Street	San Jose	CA	95035-4833	(408) 555-7977
Rick	Cho	49 Marylinn Drive	Mountain View	CA	95035-4311	(415) 555-0573
Lan	Posner	1290 Wabash Street	Cupertino	CA	95126	(408) 555-5200
Dave	Parik	1291 State Street	Gilroy	CA	95002-9999	(408) 555-6060
Phillip	Phillips	1290 Wabash Street	San Jose	CA	95126	(408) 555-0925
Tom	Khanna	6980 Monterey Road	Morgan Hill	CA	95020-6626	(415) 555-2781
Larry	Wai	7050 Monterey Street	Los Gatos	CA	95020-6614	(415) 555-1722
Bonnie	Wanaso	371 Ninth Street	Cupertino	CA	95020-6637	(408) 555-8288
Bob	Horley	415 Ninth Street	San Jose	CA	95020-6602	(650) 555-8800
Doug/Carol	Speiker	390 Eighth Street	San Jose	CA	95020-6605	(408) 555-3867
Ron	Draper	415 Ninth Street	Los Altos	CA	95020-6602	(415) 555-1114
Robert	Westphal	7160 Alexander Street	San Jose	CA	95020-6609	(408) 555-6000
Greg	Hail	7150 Alexander Street	Morgan Hill	CA	95020-6609	(949) 555-0115
Mary	Long	360 Eighth Street	Hayward	CA	95020-6605	(415) 555-3600
Yoji	Jacques	350 Eighth Street	Gilroy	CA	95020-6605	(408) 555-0811
Gary	Tham	410 Eighth Street	Campbell	CA	95020-6606	(510) 555-1180
Richard	Edwards	420 Eighth Street	Sunnyvale	CA	95020-6665	(408) 555-1700
Scott	Kaefer	610 Eighth Street	Gilroy	CA	95020-6607	(408) 555-1144
Pete	Weik	7190 Forest Street	Milpitas	CA	95020-6612	(415) 555-1300
Kristen	Chapman	7110 Alexander Street	Santa Clara	CA	95020-6609	(925) 555-8910
Tim	Stout	351 Ninth Street	San Jose	CA	95020-6600	(408) 555-1700
Lee	Ma	380 Eighth Street	Los Altos	CA	95020-6605	(415) 555-0773
Edward	Evans	370 Eighth Street	Milpitas	CA	95020-6605	(415) 555-3552
Robert	Gardner	346 Eighth Street	Los Gatos	CA	95020-6605	(310) 555-0035
Frank	Snyder	330 Eighth Street	San Jose	CA	95020-6605	(408) 555-8999
David	Kelly	7231 Chestnut Street	Cupertino	CA	95020-6206	(408) 555-5311
Tom	Swift	7250 Forest Street	San Jose	CA	95020-6911	(408) 555-6116
Rod	Fowler	7200 Alexander Street	San Jose	CA	95020-6907	(213) 555-4000
Gary	Pedersen	7220 Forest Street	Santa Clara	CA	95020-6911	(408) 555-8200
John	Sobraske	7210 Forest Street	Morgan Hill	CA	95020-6911	(312) 555-1477
Ernie	Stever	305 Eighth Street	Campbell	CA	95020-6604	(408) 555-1115
New	Reeves	7201 Chestnut Street	San Jose	CA	95020-6206	(415) 555-1965
Charles	Igoe	7260 Alexander Street	San Jose	CA	95020-6907	(408) 555-7707
God-James	Doden	7240 Alexander Street	Los Gatos	CA	95020-6907	(408) 555-2658
Lisa	Mathewson	7238 Alexander Street	San Jose	CA	95020-6907	(650) 555-1040
Andrew	Ferretti	7230 Alexander Street	Mountain View	CA	95020-6907	(408) 555-0444
Chuck	Kruge	7230 Alexander Street	Los Gatos	CA	95020-6907	(949) 555-3030
Robert	Wright	7211 Forest Street	Mountain View	CA	95020-6910	(408) 555-9401
Jim	Kumano	7221 Forest Street	Sunnyvale	CA	95020-6910	(408) 555-0900
Donald	Henson	7231 Forest Street	San Jose	CA	95020-6910	(408) 555-7934
Carl	Callegari	7241 Forest Street	Morgan Hill	CA	95020-6910	(213) 555-9511 Ext. 3437
John	Streets	7251 Forest Street	Sunnyvale	CA	95020-6910	(408) 555-0373
Sean	Ren0	731 Renz Lane	San Jose	CA	95020-9560	(800) 555-6339
Mr. James	Dowdell	725 Renz Lane	San Jose	CA	95020-9560	(408) 555-6926
Bruce	Price	721 Renz Lane	Cupertino	CA	95020-9560	(408) 555-4444
Eric	Hauser	721 Renz Lane	San Jose	CA	95020-9560	(408) 555-0700
John	Johnson	7511 Railroad Street	Sunnyvale	CA	95020-5820	(408) 555-1014
Pae - Hsaing	Papaevagelou	291 Lewis Street	Gilroy	CA	95020-5211	(408) 555-1220
Hugh R.	Jacowitz	201 Lewis Street	Mountain View	CA	95020-5211	(415) 555-6680
Kevin	Rodell	267 Lewis Street	Campbell	CA	95020-5211	(408) 555-0900
Jack	Cole	7621 Forest Street	Santa Clara	CA	95020-5201	(713) 555-1390
Harry	Polivka	7641 Forest Street	San Jose	CA	95020-5201	(408) 555-1577
Mike	Avantianni	7651 Forest Street	San Jose	CA	95020-5201	(415) 555-1200
Ed	Morrison	80 Casey Lane	Los Gatos	CA	95020-4539	(408) 555-1777
Jerry	Hill	20 Casey Lane	Campbell	CA	95020-4539	(408) 555-0145
Mimi	Moffat	8155 Swanston Lane	San Jose	CA	95020-4526	(408) 555-8040
Jack	Taraetz	8370 Swanston Lane	Santa Clara	CA	95020-4518	(408) 555-1095
Fred	Lai	8360 Swanston Lane	San Jose	CA	95020-4518	(415) 555-0990
Jerry	Nguyen	8052 Swanston Lane	Los Altos	CA	95020-4514	(408) 555-2414
Hercules P.	Chan	8052 Swanston Lane	Milpitas	CA	95020-4514	(408) 555-8558
Jeff	Biery	8300 Swanston Lane	Campbell	CA	95020-4518	(408) 555-9900
Myron	?	8299 Forest Street	San Jose	CA	95020-4504	(510) 555-5000
Robert	Wolper	8291 Forest Street	Sunnyvale	CA	95020-4504	(650) 555-0926
Jonathan	Stuhlmuller	8297 Forest Street	Morgan Hill	CA	95020-4504	(714) 555-1335
Ronald	Johnson	8297 Forest Street	San Jose	CA	95020-4504	(650) 555-0840
James	Harrington	8333 Swanston Lane	San Jose	CA	95020-4517	(508) 555-4400
Sue	Adre	150 Leavesley Road	Santa Clara	CA	95020-3638	(408) 555-7900
John	Lego	370 Leavesley Road	Los Gatos	CA	95020-3607	(408) 555-3900
Bruce	Macadam	8290 Swanston Lane	Sunnyvale	CA	95020-4516	(408) 555-6135
Dana	Stone	8051 Forest Street	Gilroy	CA	95020-4540	(408) 555-7734
John	Weeks	8055 Forest Street	Campbell	CA	95020-4541	(650) 555-5501 Ext. 209
Jim	Mcintire	8170 Swanston Lane	Los Altos	CA	95020-4527	(415) 555-6398
Mitch	Hanlock	8260 Swanston Lane	Los Gatos	CA	95020-4516	(650) 555-9241
Ms. Pat	NG	8240 Swanston Lane	San Jose	CA	95020-4516	(408) 555-2820
Billy	Tucker	8220 Swanston Lane	Cupertino	CA	95020-4516	(408) 555-3000
Tom	Dallas	8058 Swanston Lane	San Jose	CA	95020-4514	(415) 555-2711
Candice	Thompsomn	8091 Forest Street	Gilroy	CA	95020-4502	(408) 555-7041
Brian	Cardenes	8266 Swanston Lane	San Jose	CA	95020-4516	(213) 555-0163
Alan	Bowen	8270 Swanston Lane	Gilroy	CA	95020-4516	(408) 555-3414
Catheryn	Bruni	390 Leavesley Road	Cupertino	CA	95020-3607	(415) 555-7500
Pete	Delnista	8190 Swanston Lane	San Jose	CA	95020-4527	(408) 555-1245
John	Spelliero	8340 Swanston Lane	Santa Clara	CA	95020-4518	(408) 555-7920
Brooks	Innes	8281 Murray Ave	Redwood City	CA	95020	(415) 555-2719
Michael	Patterson	8281 Murray Ave	Campbell	CA	95020	(408) 555-9595
Edward	Brosius	90 Leavesley Road	Morgan Hill	CA	95020-3605	(330) 555-2000
Tony	Chapman	8191 Forest Street	Livermore	CA	95020-4505	(415) 555-3000
Jim	Holtz	8201 Forest Street	San Jose	CA	95020-4504	(408) 555-9850
Charles	Khorsand	8100 Swanston Lane	Milpitas	CA	95020-4527	(408) 555-6618
Jim	Friedley	8090 Swanston Lane	Sunnyvale	CA	95020-4514	(408) 555-7400
Hal	Kappas	1225 San Antonio Street	Morgan Hill	CA	95116-2820	(408) 555-6565
Mr. Vincent	Draa	8080 Swanston Lane	San Jose	CA	95020-4514	(408) 555-7794
Tim	Wu	8070 Swanston Lane	Gilroy	CA	95020-4514	(408) 555-7218
Kenneth	Murray	8111 Forest Street	Santa Clara	CA	95020-4529	(408) 555-1166
Jim	Walters	8101 Forest Street	Gilroy	CA	95020-4525	(415) 555-9557
Linda	Sayre	8121 Forest Street	San Jose	CA	95020-4542	(408) 555-6531
Jim	Chaing	8066 Swanston Lane	San Jose	CA	95020-4514	(415) 555-3864
Tig	Carpenter	8060 Swanston Lane	San Jose	CA	95020-4514	(415) 555-0298
David	Detrick	8060 Swanston Lane	San Jose	CA	95020-4514	(408) 555-1790
David	Brown	8200 Swanston Lane	San Jose	CA	95020-4516	(408) 555-9783
John	Negrete	8280 Swanston Lane	San Jose	CA	95020-4516	(408) 555-9797
Ned	Hamilton	8323 Forest Street	Campbell	CA	95020-4543	(408) 555-0991
Steve	Hydorn	8251 Forest Street	Los Gatos	CA	95020-4504	(408) 555-7010
Ed	Kohler	8231 Forest Street	Santa Clara	CA	95020-4504	(408) 555-8210
Tony	Bringino	8221 Forest Street	San Jose	CA	95020-4504	(510) 555-3663
Sherry	Lash	8211 Forest Street	Campbell	CA	95020-4504	(408) 555-0636
Vince	Blakely	8181 Forest Street	Mountain View	CA	95020-4505	(408) 555-2300
Fred	Gilmore	601 Leavesley Road	Cupertino	CA	95020-3610	(408) 555-0677
Lee	Hamdani	8910 Murray Ave	Los Gatos	CA	95020-3616	(415) 555-6796
Sanford B.	Bartow	195 26th Street	Mountain View	CA	95116-2312	(415) 555-4949
Gary	"Simpson, Jr."	8911 Murray Ave	Santa Clara	CA	95020-3633	(408) 555-0992
Elliot	Lauria	8921 Murray Ave	Gilroy	CA	95020-3633	(415) 555-7561
Gordon	Sharp	380 Tomkins Court	Los Gatos	CA	95020-3631	(408) 555-7780
John	Phan	393 Tomkins Court	Cupertino	CA	95020-3632	(408) 555-4800
Stan	Walker	8941 Murray Ave	Sunnyvale	CA	95020-3633	(408) 555-1714
Brian	Carlos	205 Leavesley Road	Gilroy	CA	95020-3639	(949) 555-9010
Mary	Bradburn	295 Leavesley Road	Gilroy	CA	95020-3627	(408) 555-1600
William	Baker	295 Leavesley Road	Campbell	CA	95020-3627	(408) 555-9880
Kyle	Kettmannn	101 Leavesley Road	San Jose	CA	95020-3604	(408) 555-2822
